_id,Protocol,Department Longname,Sector,Fuel Type,Year (Fiscal Year),GHG Emissions (t CO2e)
787,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,2,2013,734.5620852323838
788,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,2,2014,734.5620852323838
789,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,2,2015,734.5620852323838
790,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,2,2016,734.5620852323838
794,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,2,2020,734.5620852323838
795,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,2,2021,734.5620852323838
796,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2005,450.0
797,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2006,403.0
798,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2007,397.0
799,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2008,160.0
800,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2009,234.0
801,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2010,175.0
802,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2011,177.0
803,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2012,112.0
804,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2013,156.0
805,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2014,734.5620852323838
806,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2015,734.5620852323838
807,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2016,734.5620852323838
808,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2017,734.5620852323838
809,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2018,734.5620852323838
810,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2019,734.5620852323838
811,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2020,734.5620852323838
812,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,3,2021,0.0
813,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2005,734.5620852323838
814,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2006,734.5620852323838
815,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2007,734.5620852323838
816,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2008,282.0
817,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2009,250.0
818,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2010,241.0
819,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2011,230.0
820,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2012,200.0
821,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2013,205.0
822,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2014,170.0
823,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2015,118.0
824,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2016,734.5620852323838
825,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2017,734.5620852323838
826,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2018,734.5620852323838
827,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2019,734.5620852323838
828,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2020,113.0
829,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,3,4,2021,0.0
830,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2005,674.0
831,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2006,676.0
832,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2007,773.0
833,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2008,880.0
834,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2009,890.0
835,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2010,769.0
836,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2011,734.5620852323838
837,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2012,734.5620852323838
838,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2013,734.5620852323838
839,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2014,734.5620852323838
840,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2015,734.5620852323838
841,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2016,734.5620852323838
842,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2017,1213.0
843,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2018,1190.0
844,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2019,1263.0
845,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2020,734.5620852323838
846,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,5,2021,958.65
847,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2005,734.5620852323838
848,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2006,734.5620852323838
849,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2007,734.5620852323838
850,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2008,734.5620852323838
851,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2009,734.5620852323838
852,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2010,734.5620852323838
853,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2011,734.5620852323838
854,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2012,998.0
855,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2013,734.5620852323838
856,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2014,734.5620852323838
857,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2015,734.5620852323838
858,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2016,700.0
859,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2017,620.0
860,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2018,563.0
861,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2019,673.0
862,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2020,598.0
863,ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,0,7,2021,734.6
864,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2005,734.5620852323838
865,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2006,734.5620852323838
866,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2007,734.5620852323838
867,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2008,112.0
868,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2009,89.0
869,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2010,16.0
870,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2011,23.0
871,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2012,23.0
872,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2013,19.0
873,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2014,18.0
874,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2015,18.0
875,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2016,734.5620852323838
876,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2017,734.5620852323838
877,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2018,203.0
878,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2019,734.5620852323838
879,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2020,89.0
880,ICLEI: Local Government Operations Protocol,Public Health Commission,3,1,2021,59.0
881,ICLEI: Local Government Operations Protocol,Public Health Commission,0,2,2005,734.5620852323838
882,ICLEI: Local Government Operations Protocol,Public Health Commission,0,2,2006,734.5620852323838
883,ICLEI: Local Government Operations Protocol,Public Health Commission,0,2,2007,734.5620852323838
884,ICLEI: Local Government Operations Protocol,Public Health Commission,0,2,2008,734.5620852323838
885,ICLEI: Local Government Operations Protocol,Public Health Commission,0,2,2009,734.5620852323838
886,ICLEI: Local Government Operations Protocol,Public Health Commission,0,2,2010,734.5620852323838
887,ICLEI: Local Government Operations Protocol,Public Health Commission,0,2,2011,734.5620852323838
888,ICLEI: Local Government Operations Protocol,Public Health Commission,0,2,2012,734.5620852323838
889,ICLEI: Local Government Operations Protocol,Public Health Commission,0,2,2013,734.5620852323838
890,ICLEI: Local Government Operations Protocol,Public Health Commission,0,2,2014,734.5620852323838
891,ICLEI: Local Government Operations Protocol,Public Health Commission,0,2,2015,734.5620852323838
892,ICLEI: Local Government Operations Protocol,Public Health Commission,0,2,2016,734.5620852323838
896,ICLEI: Local Government Operations Protocol,Public Health Commission,0,2,2020,734.5620852323838
897,ICLEI: Local Government Operations Protocol,Public Health Commission,0,2,2021,923.06
898,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2005,734.5620852323838
899,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2006,734.5620852323838
900,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2007,734.5620852323838
901,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2008,734.5620852323838
902,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2009,734.5620852323838
903,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2010,734.5620852323838
904,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2011,734.5620852323838
905,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2012,734.5620852323838
906,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2013,734.5620852323838
907,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2014,734.5620852323838
908,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2015,734.5620852323838
909,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2016,734.5620852323838
910,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2017,734.5620852323838
911,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2018,717.0
912,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2019,858.0
913,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2020,904.0
914,ICLEI: Local Government Operations Protocol,Public Health Commission,0,3,2021,875.0
915,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2005,734.5620852323838
916,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2006,734.5620852323838
917,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2007,734.5620852323838
918,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2008,278.0
919,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2009,262.0
920,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2010,309.0
921,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2011,296.0
922,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2012,255.0
923,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2013,275.0
924,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2014,273.0
925,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2015,273.0
926,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2016,734.5620852323838
927,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2017,734.5620852323838
928,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2018,734.5620852323838
929,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2019,734.5620852323838
930,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2020,734.5620852323838
931,ICLEI: Local Government Operations Protocol,Public Health Commission,3,4,2021,0.0
932,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2005,734.5620852323838
933,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2006,734.5620852323838
934,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2007,734.5620852323838
935,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2008,734.5620852323838
936,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2009,734.5620852323838
937,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2010,734.5620852323838
938,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2011,734.5620852323838
939,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2012,734.5620852323838
940,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2013,734.5620852323838
941,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2014,734.5620852323838
942,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2015,734.5620852323838
943,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2016,734.5620852323838
944,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2017,383.0
945,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2018,621.0
946,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2019,595.0
947,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2020,781.0
948,ICLEI: Local Government Operations Protocol,Public Health Commission,0,5,2021,720.39
949,ICLEI: Local Government Operations Protocol,Public Health Commission,0,7,2020,557.0
950,ICLEI: Local Government Operations Protocol,Public Health Commission,0,7,2021,403.57
951,ICLEI: Local Government Operations Protocol,Public Works,3,0,2018,464.0
952,ICLEI: Local Government Operations Protocol,Public Works,3,0,2020,734.5620852323838
953,ICLEI: Local Government Operations Protocol,Public Works,3,0,2021,0.0
954,ICLEI: Local Government Operations Protocol,Public Works,3,1,2005,734.5620852323838
955,ICLEI: Local Government Operations Protocol,Public Works,3,1,2006,734.5620852323838
956,ICLEI: Local Government Operations Protocol,Public Works,3,1,2007,734.5620852323838
957,ICLEI: Local Government Operations Protocol,Public Works,3,1,2008,734.5620852323838
958,ICLEI: Local Government Operations Protocol,Public Works,3,1,2009,734.5620852323838
959,ICLEI: Local Government Operations Protocol,Public Works,3,1,2010,734.5620852323838
960,ICLEI: Local Government Operations Protocol,Public Works,3,1,2011,734.5620852323838
961,ICLEI: Local Government Operations Protocol,Public Works,3,1,2012,734.5620852323838
962,ICLEI: Local Government Operations Protocol,Public Works,3,1,2013,734.5620852323838
963,ICLEI: Local Government Operations Protocol,Public Works,3,1,2014,734.5620852323838
964,ICLEI: Local Government Operations Protocol,Public Works,3,1,2015,734.5620852323838
965,ICLEI: Local Government Operations Protocol,Public Works,3,1,2016,734.5620852323838
968,ICLEI: Local Government Operations Protocol,Public Works,3,1,2019,1280.0
969,ICLEI: Local Government Operations Protocol,Public Works,3,1,2020,734.5620852323838
970,ICLEI: Local Government Operations Protocol,Public Works,3,1,2021,734.5620852323838
971,ICLEI: Local Government Operations Protocol,Public Works,0,2,2005,734.5620852323838
972,ICLEI: Local Government Operations Protocol,Public Works,1,2,2005,734.5620852323838
973,ICLEI: Local Government Operations Protocol,Public Works,0,2,2006,734.5620852323838
974,ICLEI: Local Government Operations Protocol,Public Works,1,2,2006,734.5620852323838
975,ICLEI: Local Government Operations Protocol,Public Works,0,2,2007,734.5620852323838
976,ICLEI: Local Government Operations Protocol,Public Works,1,2,2007,734.5620852323838
977,ICLEI: Local Government Operations Protocol,Public Works,0,2,2008,734.5620852323838
978,ICLEI: Local Government Operations Protocol,Public Works,1,2,2008,734.5620852323838
979,ICLEI: Local Government Operations Protocol,Public Works,0,2,2009,734.5620852323838
980,ICLEI: Local Government Operations Protocol,Public Works,1,2,2009,734.5620852323838
981,ICLEI: Local Government Operations Protocol,Public Works,0,2,2010,734.5620852323838
982,ICLEI: Local Government Operations Protocol,Public Works,1,2,2010,734.5620852323838
983,ICLEI: Local Government Operations Protocol,Public Works,0,2,2011,734.5620852323838
984,ICLEI: Local Government Operations Protocol,Public Works,1,2,2011,734.5620852323838
985,ICLEI: Local Government Operations Protocol,Public Works,0,2,2012,734.5620852323838
986,ICLEI: Local Government Operations Protocol,Public Works,1,2,2012,734.5620852323838
987,ICLEI: Local Government Operations Protocol,Public Works,0,2,2013,734.5620852323838
988,ICLEI: Local Government Operations Protocol,Public Works,1,2,2013,734.5620852323838
989,ICLEI: Local Government Operations Protocol,Public Works,0,2,2014,734.5620852323838
990,ICLEI: Local Government Operations Protocol,Public Works,1,2,2014,734.5620852323838
991,ICLEI: Local Government Operations Protocol,Public Works,0,2,2015,734.5620852323838
992,ICLEI: Local Government Operations Protocol,Public Works,1,2,2015,734.5620852323838
993,ICLEI: Local Government Operations Protocol,Public Works,0,2,2016,734.5620852323838
994,ICLEI: Local Government Operations Protocol,Public Works,1,2,2016,734.5620852323838
995,ICLEI: Local Government Operations Protocol,Public Works,0,2,2017,1202.0
997,ICLEI: Local Government Operations Protocol,Public Works,0,2,2018,1176.0
999,ICLEI: Local Government Operations Protocol,Public Works,0,2,2019,1155.0
1001,ICLEI: Local Government Operations Protocol,Public Works,0,2,2020,734.5620852323838
1002,ICLEI: Local Government Operations Protocol,Public Works,1,2,2020,734.5620852323838
1003,ICLEI: Local Government Operations Protocol,Public Works,0,2,2021,734.5620852323838
1004,ICLEI: Local Government Operations Protocol,Public Works,1,2,2021,734.5620852323838
1005,ICLEI: Local Government Operations Protocol,Public Works,0,3,2005,140.0
1006,ICLEI: Local Government Operations Protocol,Public Works,0,3,2006,137.0
1007,ICLEI: Local Government Operations Protocol,Public Works,0,3,2007,127.0
1008,ICLEI: Local Government Operations Protocol,Public Works,0,3,2008,117.0
1009,ICLEI: Local Government Operations Protocol,Public Works,0,3,2009,142.0
1010,ICLEI: Local Government Operations Protocol,Public Works,0,3,2010,122.0
1011,ICLEI: Local Government Operations Protocol,Public Works,0,3,2011,132.0
1012,ICLEI: Local Government Operations Protocol,Public Works,0,3,2012,109.0
1013,ICLEI: Local Government Operations Protocol,Public Works,0,3,2013,130.0
1014,ICLEI: Local Government Operations Protocol,Public Works,0,3,2014,135.0
1015,ICLEI: Local Government Operations Protocol,Public Works,0,3,2015,122.0
1016,ICLEI: Local Government Operations Protocol,Public Works,0,3,2016,53.0
1017,ICLEI: Local Government Operations Protocol,Public Works,0,3,2017,59.0
1018,ICLEI: Local Government Operations Protocol,Public Works,0,3,2018,65.0
1019,ICLEI: Local Government Operations Protocol,Public Works,0,3,2019,80.0
1020,ICLEI: Local Government Operations Protocol,Public Works,0,3,2020,72.0
1021,ICLEI: Local Government Operations Protocol,Public Works,0,3,2021,70.57
1022,ICLEI: Local Government Operations Protocol,Public Works,3,4,2005,734.5620852323838
1023,ICLEI: Local Government Operations Protocol,Public Works,3,4,2006,734.5620852323838
1024,ICLEI: Local Government Operations Protocol,Public Works,3,4,2007,734.5620852323838
1025,ICLEI: Local Government Operations Protocol,Public Works,3,4,2008,734.5620852323838
1026,ICLEI: Local Government Operations Protocol,Public Works,3,4,2009,734.5620852323838
1027,ICLEI: Local Government Operations Protocol,Public Works,3,4,2010,734.5620852323838
1028,ICLEI: Local Government Operations Protocol,Public Works,3,4,2011,734.5620852323838
1029,ICLEI: Local Government Operations Protocol,Public Works,3,4,2012,734.5620852323838
1030,ICLEI: Local Government Operations Protocol,Public Works,3,4,2013,734.5620852323838
1031,ICLEI: Local Government Operations Protocol,Public Works,3,4,2014,734.5620852323838
1032,ICLEI: Local Government Operations Protocol,Public Works,3,4,2015,734.5620852323838
1033,ICLEI: Local Government Operations Protocol,Public Works,3,4,2016,734.5620852323838
1035,ICLEI: Local Government Operations Protocol,Public Works,3,4,2018,1415.0
1036,ICLEI: Local Government Operations Protocol,Public Works,3,4,2019,1441.0
1037,ICLEI: Local Government Operations Protocol,Public Works,3,4,2020,734.5620852323838
1038,ICLEI: Local Government Operations Protocol,Public Works,3,4,2021,734.5620852323838
1039,ICLEI: Local Government Operations Protocol,Public Works,0,5,2005,734.5620852323838
1040,ICLEI: Local Government Operations Protocol,Public Works,1,5,2005,734.5620852323838
1041,ICLEI: Local Government Operations Protocol,Public Works,0,5,2006,734.5620852323838
1042,ICLEI: Local Government Operations Protocol,Public Works,1,5,2006,734.5620852323838
1043,ICLEI: Local Government Operations Protocol,Public Works,0,5,2007,734.5620852323838
1044,ICLEI: Local Government Operations Protocol,Public Works,1,5,2007,734.5620852323838
1045,ICLEI: Local Government Operations Protocol,Public Works,0,5,2008,734.5620852323838
1046,ICLEI: Local Government Operations Protocol,Public Works,1,5,2008,734.5620852323838
1047,ICLEI: Local Government Operations Protocol,Public Works,0,5,2009,734.5620852323838
1048,ICLEI: Local Government Operations Protocol,Public Works,1,5,2009,734.5620852323838
1049,ICLEI: Local Government Operations Protocol,Public Works,0,5,2010,734.5620852323838
1050,ICLEI: Local Government Operations Protocol,Public Works,1,5,2010,734.5620852323838
1051,ICLEI: Local Government Operations Protocol,Public Works,0,5,2011,734.5620852323838
1052,ICLEI: Local Government Operations Protocol,Public Works,1,5,2011,734.5620852323838
1053,ICLEI: Local Government Operations Protocol,Public Works,0,5,2012,734.5620852323838
1054,ICLEI: Local Government Operations Protocol,Public Works,1,5,2012,734.5620852323838
1055,ICLEI: Local Government Operations Protocol,Public Works,0,5,2013,734.5620852323838
1056,ICLEI: Local Government Operations Protocol,Public Works,1,5,2013,734.5620852323838
1057,ICLEI: Local Government Operations Protocol,Public Works,0,5,2014,734.5620852323838
1058,ICLEI: Local Government Operations Protocol,Public Works,1,5,2014,734.5620852323838
1059,ICLEI: Local Government Operations Protocol,Public Works,0,5,2015,734.5620852323838
1060,ICLEI: Local Government Operations Protocol,Public Works,1,5,2015,734.5620852323838
1061,ICLEI: Local Government Operations Protocol,Public Works,0,5,2016,734.5620852323838
1062,ICLEI: Local Government Operations Protocol,Public Works,1,5,2016,734.5620852323838
1065,ICLEI: Local Government Operations Protocol,Public Works,0,5,2018,1281.0
1067,ICLEI: Local Government Operations Protocol,Public Works,0,5,2019,1478.0
1069,ICLEI: Local Government Operations Protocol,Public Works,0,5,2020,734.5620852323838
1070,ICLEI: Local Government Operations Protocol,Public Works,1,5,2020,734.5620852323838
1071,ICLEI: Local Government Operations Protocol,Public Works,0,5,2021,734.5620852323838
1072,ICLEI: Local Government Operations Protocol,Public Works,1,5,2021,734.5620852323838
1073,ICLEI: Local Government Operations Protocol,Public Works,3,6,2020,223.0
1074,ICLEI: Local Government Operations Protocol,Public Works,3,6,2021,255.0
1075,ICLEI: Local Government Operations Protocol,Transportation,3,1,2005,734.5620852323838
1076,ICLEI: Local Government Operations Protocol,Transportation,3,1,2006,734.5620852323838
1077,ICLEI: Local Government Operations Protocol,Transportation,3,1,2007,734.5620852323838
1078,ICLEI: Local Government Operations Protocol,Transportation,3,1,2008,329.0
1079,ICLEI: Local Government Operations Protocol,Transportation,3,1,2009,334.0
1080,ICLEI: Local Government Operations Protocol,Transportation,3,1,2010,287.0
1081,ICLEI: Local Government Operations Protocol,Transportation,3,1,2011,302.0
1082,ICLEI: Local Government Operations Protocol,Transportation,3,1,2012,332.0
1083,ICLEI: Local Government Operations Protocol,Transportation,3,1,2013,303.0
1084,ICLEI: Local Government Operations Protocol,Transportation,3,1,2014,374.0
1085,ICLEI: Local Government Operations Protocol,Transportation,3,1,2015,734.5620852323838
1086,ICLEI: Local Government Operations Protocol,Transportation,3,1,2016,734.5620852323838
1087,ICLEI: Local Government Operations Protocol,Transportation,3,1,2017,734.5620852323838
1088,ICLEI: Local Government Operations Protocol,Transportation,3,1,2018,734.5620852323838
1089,ICLEI: Local Government Operations Protocol,Transportation,3,1,2019,344.0
1090,ICLEI: Local Government Operations Protocol,Transportation,3,1,2020,240.0
1091,ICLEI: Local Government Operations Protocol,Transportation,3,1,2021,244.29
1092,ICLEI: Local Government Operations Protocol,Transportation,0,2,2005,308.0
1093,ICLEI: Local Government Operations Protocol,Transportation,1,2,2005,734.5620852323838
1094,ICLEI: Local Government Operations Protocol,Transportation,0,2,2006,247.0
1095,ICLEI: Local Government Operations Protocol,Transportation,1,2,2006,734.5620852323838
1096,ICLEI: Local Government Operations Protocol,Transportation,0,2,2007,234.0
1097,ICLEI: Local Government Operations Protocol,Transportation,1,2,2007,734.5620852323838
1098,ICLEI: Local Government Operations Protocol,Transportation,0,2,2008,268.0
1099,ICLEI: Local Government Operations Protocol,Transportation,1,2,2008,734.5620852323838
1100,ICLEI: Local Government Operations Protocol,Transportation,0,2,2009,209.0
1101,ICLEI: Local Government Operations Protocol,Transportation,1,2,2009,962.0
1102,ICLEI: Local Government Operations Protocol,Transportation,0,2,2010,277.0
1103,ICLEI: Local Government Operations Protocol,Transportation,1,2,2010,915.0
1104,ICLEI: Local Government Operations Protocol,Transportation,0,2,2011,277.0
1105,ICLEI: Local Government Operations Protocol,Transportation,1,2,2011,861.0
1106,ICLEI: Local Government Operations Protocol,Transportation,0,2,2012,252.0
1107,ICLEI: Local Government Operations Protocol,Transportation,1,2,2012,772.0
1108,ICLEI: Local Government Operations Protocol,Transportation,0,2,2013,248.0
1109,ICLEI: Local Government Operations Protocol,Transportation,1,2,2013,732.0
1110,ICLEI: Local Government Operations Protocol,Transportation,0,2,2014,734.5620852323838
1111,ICLEI: Local Government Operations Protocol,Transportation,1,2,2014,973.0
1112,ICLEI: Local Government Operations Protocol,Transportation,0,2,2015,734.5620852323838
1113,ICLEI: Local Government Operations Protocol,Transportation,1,2,2015,923.0
1114,ICLEI: Local Government Operations Protocol,Transportation,0,2,2016,734.5620852323838
1115,ICLEI: Local Government Operations Protocol,Transportation,1,2,2016,839.0
1116,ICLEI: Local Government Operations Protocol,Transportation,0,2,2017,734.5620852323838
1117,ICLEI: Local Government Operations Protocol,Transportation,1,2,2017,775.0
1118,ICLEI: Local Government Operations Protocol,Transportation,0,2,2018,734.5620852323838
1119,ICLEI: Local Government Operations Protocol,Transportation,1,2,2018,724.0
1120,ICLEI: Local Government Operations Protocol,Transportation,0,2,2019,734.5620852323838
1121,ICLEI: Local Government Operations Protocol,Transportation,1,2,2019,662.0
1122,ICLEI: Local Government Operations Protocol,Transportation,1,2,2020,734.5620852323838
1123,ICLEI: Local Government Operations Protocol,Transportation,0,2,2020,678.0
1124,ICLEI: Local Government Operations Protocol,Transportation,1,2,2021,734.5620852323838
1125,ICLEI: Local Government Operations Protocol,Transportation,0,2,2021,718.71
1126,ICLEI: Local Government Operations Protocol,Transportation,0,3,2005,40.0
1127,ICLEI: Local Government Operations Protocol,Transportation,0,3,2006,81.0
1128,ICLEI: Local Government Operations Protocol,Transportation,0,3,2007,64.0
1129,ICLEI: Local Government Operations Protocol,Transportation,0,3,2008,14.0
1130,ICLEI: Local Government Operations Protocol,Transportation,0,3,2009,13.0
1131,ICLEI: Local Government Operations Protocol,Transportation,0,3,2010,8.0
1132,ICLEI: Local Government Operations Protocol,Transportation,0,3,2011,13.0
1133,ICLEI: Local Government Operations Protocol,Transportation,0,3,2012,5.0
1134,ICLEI: Local Government Operations Protocol,Transportation,0,3,2013,17.0
1135,ICLEI: Local Government Operations Protocol,Transportation,0,3,2014,18.0
1136,ICLEI: Local Government Operations Protocol,Transportation,0,3,2015,23.0
1137,ICLEI: Local Government Operations Protocol,Transportation,0,3,2016,9.0
1138,ICLEI: Local Government Operations Protocol,Transportation,0,3,2017,15.0
1139,ICLEI: Local Government Operations Protocol,Transportation,0,3,2018,20.0
1140,ICLEI: Local Government Operations Protocol,Transportation,0,3,2019,20.0
1141,ICLEI: Local Government Operations Protocol,Transportation,0,3,2020,24.0
1142,ICLEI: Local Government Operations Protocol,Transportation,0,3,2021,11.0
